Date,"1 Mo","2 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
03/10/1993,,,3.04,3.19,3.40,4.05,4.49,5.24,5.65,5.97,,6.75
03/09/1993,,,3.05,3.19,3.41,4.02,4.46,5.21,5.60,5.91,,6.73
03/08/1993,,,3.05,3.19,3.39,3.97,4.37,5.15,5.54,5.85,,6.72
03/05/1993,,,3.07,3.20,3.37,3.91,4.37,5.14,5.56,5.90,,6.76
03/04/1993,,,2.97,3.09,3.24,3.75,4.19,5.00,5.46,5.83,,6.73
03/03/1993,,,3.00,3.11,3.28,3.81,4.24,5.05,5.51,5.88,,6.78
03/02/1993,,,3.03,3.14,3.31,3.88,4.31,5.13,5.58,5.95,,6.84
03/01/1993,,,3.03,3.14,3.30,3.88,4.31,5.12,5.58,5.94,,6.83
02/26/1993,,,3.01,3.14,3.32,3.92,4.37,5.21,5.67,6.03,,6.90
02/25/1993,,,3.01,3.13,3.33,3.95,4.36,5.23,5.68,6.03,,6.89
02/24/1993,,,3.02,3.14,3.32,3.97,4.40,5.20,5.64,6.01,,6.88
02/23/1993,,,3.00,3.11,3.27,3.90,4.33,5.12,5.53,5.92,,6.83
02/22/1993,,,3.01,3.14,3.32,3.99,4.44,5.28,5.70,6.09,,6.95
02/19/1993,,,2.99,3.11,3.30,3.99,4.44,5.30,5.76,6.15,,7.01
02/18/1993,,,2.95,3.09,3.30,3.95,4.43,5.29,5.75,6.17,,7.02
02/17/1993,,,2.97,3.14,3.39,4.06,4.54,5.43,5.90,6.28,,7.11
02/16/1993,,,3.00,3.18,3.44,4.14,4.64,5.52,5.98,6.34,,7.14
02/12/1993,,,2.99,3.18,3.43,4.20,4.70,5.57,6.00,6.35,,7.13
02/11/1993,,,2.98,3.18,3.44,4.20,4.72,5.58,6.02,6.37,,7.15
02/10/1993,,,3.00,3.22,3.50,4.27,4.79,5.63,6.06,6.40,,7.26
02/09/1993,,,2.99,3.19,3.47,4.20,4.72,5.55,5.98,6.41,,7.20
02/08/1993,,,3.00,3.18,3.43,4.16,4.64,5.49,5.93,6.37,,7.18
02/05/1993,,,2.96,3.15,3.36,4.07,4.58,5.42,5.88,6.32,,7.17
02/04/1993,,,2.96,3.18,3.44,4.19,4.68,5.53,5.98,6.39,,7.19
02/03/1993,,,2.99,3.21,3.44,4.27,4.77,5.62,6.04,6.45,,7.23
02/02/1993,,,3.02,3.21,3.43,4.25,4.76,5.63,6.04,6.46,,7.25
02/01/1993,,,3.01,3.17,3.40,4.19,4.69,5.55,5.97,6.38,,7.21
01/29/1993,,,2.96,3.16,3.39,4.20,4.72,5.57,6.00,6.39,,7.21
01/28/1993,,,2.96,3.14,3.38,4.20,4.73,5.61,6.05,6.44,,7.23
01/27/1993,,,2.97,3.15,3.41,4.24,4.80,5.68,6.10,6.48,,7.25
01/26/1993,,,3.01,3.18,3.45,4.30,4.83,5.75,6.13,6.50,,7.26
01/25/1993,,,3.02,3.17,3.41,4.26,4.80,5.71,6.11,6.48,,7.22
01/22/1993,,,3.03,3.15,3.41,4.30,4.85,5.77,6.18,6.57,,7.30
01/21/1993,,,3.05,3.20,3.48,4.36,4.91,5.83,6.23,6.60,,7.31
01/20/1993,,,3.08,3.22,3.51,4.41,4.95,5.85,6.26,6.61,,7.32
01/19/1993,,,3.10,3.23,3.48,4.39,4.91,5.82,6.23,6.59,,7.31
01/15/1993,,,3.00,3.17,3.42,4.31,4.88,5.80,6.24,6.60,,7.35
01/14/1993,,,3.04,3.23,3.48,4.40,4.96,5.88,6.30,6.65,,7.41
01/13/1993,,,3.06,3.24,3.51,4.46,5.02,5.93,6.36,6.71,,7.45
01/12/1993,,,3.09,3.24,3.54,4.48,5.03,5.95,6.41,6.72,,7.48
01/11/1993,,,3.12,3.28,3.54,4.48,5.01,5.93,6.40,6.71,,7.47
01/08/1993,,,3.13,3.30,3.56,4.50,5.06,5.97,6.44,6.75,,7.47
01/07/1993,,,3.19,3.38,3.70,4.64,5.17,6.05,6.49,6.76,,7.45
01/06/1993,,,3.17,3.35,3.62,4.52,5.06,5.94,6.36,6.63,,7.34
01/05/1993,,,3.18,3.36,3.58,4.48,5.00,5.90,6.32,6.61,,7.33
01/04/1993,,,3.19,3.37,3.56,4.48,5.03,5.90,6.33,6.60,,7.33
12/31/1992,,,3.15,3.38,3.61,4.56,5.12,6.04,6.43,6.70,,7.40
12/30/1992,,,3.19,3.39,3.57,4.54,5.07,5.98,6.39,6.68,,7.39
12/29/1992,,,3.27,3.45,3.64,4.61,5.15,6.04,6.42,6.69,,7.37
12/28/1992,,,3.30,3.48,3.64,4.64,5.17,6.06,6.43,6.72,,7.40
12/24/1992,,,3.23,3.41,3.63,4.60,5.13,6.02,6.40,6.69,,7.36
12/23/1992,,,3.25,3.41,3.63,4.63,5.14,6.01,6.39,6.68,,7.36
12/22/1992,,,3.27,3.41,3.63,4.64,5.12,6.02,6.36,6.65,,7.34
12/21/1992,,,3.25,3.43,3.68,4.64,5.18,6.05,6.41,6.71,,7.38
12/18/1992,,,3.23,3.43,3.69,4.66,5.20,6.07,6.44,6.76,,7.43
12/17/1992,,,3.27,3.48,3.73,4.69,5.21,6.08,6.45,6.77,,7.43
12/16/1992,,,3.28,3.46,3.73,4.67,5.21,6.06,6.44,6.77,,7.44
12/15/1992,,,3.29,3.50,3.78,4.77,5.29,6.12,6.50,6.83,,7.45
12/14/1992,,,3.33,3.54,3.85,4.80,5.34,6.15,6.52,6.83,,7.45
12/11/1992,,,3.32,3.51,3.82,4.78,5.29,6.10,6.48,6.80,,7.44
12/10/1992,,,3.29,3.47,3.72,4.67,5.19,6.04,6.42,6.77,,7.42
12/09/1992,,,3.30,3.44,3.69,4.61,5.16,6.01,6.41,6.76,,7.44
12/08/1992,,,3.33,3.44,3.66,4.59,5.13,5.99,6.39,6.73,,7.44
12/07/1992,,,3.35,3.47,3.69,4.62,5.19,6.05,6.45,6.78,,7.45
12/04/1992,,,3.32,3.48,3.73,4.70,5.27,6.11,6.51,6.84,,7.50
12/03/1992,,,3.37,3.56,3.83,4.78,5.36,6.20,6.59,6.91,,7.57
12/02/1992,,,3.42,3.58,3.84,4.81,5.39,6.23,6.61,6.93,,7.57
12/01/1992,,,3.40,3.59,3.86,4.81,5.39,6.24,6.61,6.94,,7.57
11/30/1992,,,3.38,3.58,3.83,4.79,5.36,6.23,6.61,6.95,,7.59
11/27/1992,,,3.33,3.56,3.81,4.77,5.36,6.22,6.60,6.93,,7.59
11/25/1992,,,3.31,3.54,3.75,4.70,5.23,6.12,6.50,6.84,,7.54
11/24/1992,,,3.29,3.51,3.69,4.61,5.16,6.04,6.45,6.82,,7.53
11/23/1992,,,3.34,3.55,3.77,4.69,5.22,6.10,6.51,6.86,,7.56
11/20/1992,,,3.28,3.51,3.77,4.66,5.20,6.08,6.48,6.84,,7.54
11/19/1992,,,3.22,3.46,3.72,4.59,5.12,6.00,6.44,6.81,,7.54
11/18/1992,,,3.22,3.45,3.68,4.58,5.11,5.97,6.41,6.78,,7.51
11/17/1992,,,3.24,3.48,3.73,4.67,5.21,6.08,6.51,6.86,,7.55
11/16/1992,,,3.22,3.47,3.77,4.68,5.21,6.11,6.54,6.90,,7.56
11/13/1992,,,3.15,3.42,3.68,4.54,5.09,5.99,6.44,6.82,,7.57
11/12/1992,,,3.13,3.38,3.59,4.44,5.00,5.89,6.38,6.79,,7.57
11/10/1992,,,3.15,3.38,3.62,4.50,5.10,6.01,6.50,6.91,,7.68
11/09/1992,,,3.17,3.40,3.66,4.57,5.16,6.09,6.59,7.00,,7.75
11/06/1992,,,3.13,3.37,3.60,4.48,5.07,6.02,6.54,6.97,,7.76
11/05/1992,,,3.08,3.30,3.54,4.39,4.96,5.93,6.44,6.87,,7.69
11/04/1992,,,3.09,3.32,3.56,4.44,5.01,5.94,6.46,6.89,,7.69
11/03/1992,,,3.10,3.32,3.57,4.44,5.03,5.94,6.45,6.87,,7.65
11/02/1992,,,3.08,3.35,3.62,4.47,5.07,5.96,6.46,6.88,,7.66
10/30/1992,,,3.03,3.29,3.54,4.40,4.98,5.90,6.36,6.80,,7.63
10/29/1992,,,3.02,3.27,3.48,4.33,4.87,5.79,6.27,6.71,,7.60
10/28/1992,,,3.00,3.27,3.45,4.33,4.89,5.83,6.33,6.76,,7.64
10/27/1992,,,3.00,3.29,3.48,4.32,4.90,5.82,6.34,6.78,,7.62
10/26/1992,,,3.02,3.30,3.55,4.39,5.00,5.92,6.42,6.83,,7.66
10/23/1992,,,3.00,3.30,3.52,4.37,4.98,5.91,6.41,6.83,,7.65
10/22/1992,,,2.98,3.25,3.45,4.24,4.86,5.79,6.32,6.74,,7.61
10/21/1992,,,2.99,3.25,3.47,4.29,4.91,5.82,6.35,6.80,,7.63
10/20/1992,,,3.09,3.34,3.56,4.34,4.97,5.90,6.44,6.86,,7.65
10/19/1992,,,3.04,3.23,3.41,4.15,4.74,5.71,6.23,6.69,,7.57
10/16/1992,,,2.97,3.13,3.30,4.04,4.60,5.57,6.12,6.60,,7.54
10/15/1992,,,2.98,3.11,3.27,4.02,4.56,5.52,6.08,6.53,,7.51
10/14/1992,,,2.99,3.10,3.26,4.02,4.54,5.51,6.07,6.51,,7.50
10/13/1992,,,2.95,3.06,3.22,3.99,4.52,5.49,6.07,6.51,,7.53
10/09/1992,,,2.89,3.03,3.19,4.00,4.50,5.50,6.08,6.52,,7.52
10/08/1992,,,2.85,2.97,3.08,3.83,4.36,5.37,5.99,6.41,,7.45
10/07/1992,,,2.89,3.00,3.15,3.88,4.42,5.43,6.03,6.46,,7.48
10/06/1992,,,2.79,2.92,3.05,3.74,4.24,5.25,5.89,6.30,,7.41
10/05/1992,,,2.75,2.87,2.98,3.68,4.18,5.18,5.81,6.24,,7.34
10/02/1992,,,2.69,2.87,2.98,3.71,4.20,5.22,5.84,6.26,,7.33
10/01/1992,,,2.67,2.83,2.96,3.67,4.18,5.18,5.80,6.23,,7.30
09/30/1992,,,2.75,2.92,3.06,3.80,4.34,5.33,5.94,6.37,,7.38
09/29/1992,,,2.79,2.93,3.06,3.80,4.31,5.31,5.92,6.37,,7.36
09/28/1992,,,2.79,2.93,3.04,3.77,4.29,5.28,5.91,6.37,,7.34
09/25/1992,,,2.86,2.92,3.04,3.78,4.31,5.33,5.96,6.41,,7.35
09/24/1992,,,2.95,3.01,3.17,3.91,4.45,5.47,6.06,6.48,,7.42
09/23/1992,,,2.98,3.06,3.21,3.97,4.52,5.54,6.13,6.54,,7.48
09/22/1992,,,2.98,3.04,3.20,3.98,4.49,5.52,6.07,6.50,,7.45
09/21/1992,,,2.97,3.00,3.16,3.91,4.45,5.46,5.99,6.42,,7.35
09/18/1992,,,2.94,2.99,3.13,3.86,4.40,5.41,5.97,6.41,,7.32
09/17/1992,,,2.94,3.00,3.14,3.86,4.40,5.41,5.95,6.40,,7.34
09/16/1992,,,2.96,3.01,3.17,3.87,4.42,5.40,5.95,6.41,,7.35
09/15/1992,,,2.98,3.02,3.20,3.89,4.43,5.37,5.94,6.40,,7.33
09/14/1992,,,2.95,2.99,3.13,3.80,4.33,5.28,5.86,6.32,,7.26
09/11/1992,,,2.98,3.04,3.19,3.87,4.39,5.33,5.91,6.37,,7.30
09/10/1992,,,2.97,3.02,3.17,3.83,4.34,5.26,5.84,6.31,,7.24
09/09/1992,,,2.97,3.02,3.17,3.85,4.34,5.25,5.83,6.31,,7.25
09/08/1992,,,2.96,3.01,3.14,3.83,4.31,5.21,5.80,6.29,,7.23
09/04/1992,,,2.98,3.05,3.18,3.89,4.38,5.30,5.90,6.40,,7.29
09/03/1992,,,3.21,3.29,3.43,4.09,4.59,5.50,6.07,6.54,,7.37
09/02/1992,,,3.21,3.31,3.43,4.10,4.59,5.50,6.07,6.54,,7.37
09/01/1992,,,3.22,3.32,3.45,4.12,4.64,5.52,6.11,6.56,,7.38
08/31/1992,,,3.23,3.35,3.47,4.15,4.69,5.60,6.17,6.62,,7.42
08/28/1992,,,3.23,3.34,3.47,4.16,4.72,5.60,6.18,6.63,,7.42
08/27/1992,,,3.23,3.34,3.48,4.23,4.76,5.65,6.20,6.64,,7.42
08/26/1992,,,3.23,3.34,3.50,4.26,4.81,5.70,6.25,6.68,,7.43
08/25/1992,,,3.24,3.36,3.57,4.32,4.86,5.76,6.29,6.73,,7.47
08/24/1992,,,3.23,3.36,3.57,4.27,4.80,5.72,6.25,6.68,,7.44
08/21/1992,,,3.14,3.28,3.46,4.13,4.63,5.54,6.08,6.53,,7.36
08/20/1992,,,3.15,3.25,3.40,4.04,4.54,5.42,5.98,6.46,,7.32
08/19/1992,,,3.15,3.24,3.38,4.06,4.55,5.43,5.99,6.47,,7.33
08/18/1992,,,3.14,3.22,3.36,4.04,4.56,5.44,6.00,6.48,,7.33
08/17/1992,,,3.16,3.27,3.41,4.13,4.66,5.55,6.09,6.56,,7.37
08/14/1992,,,3.13,3.26,3.40,4.14,4.67,5.54,6.06,6.53,,7.33
08/13/1992,,,3.16,3.28,3.43,4.19,4.72,5.57,6.09,6.55,,7.36
08/12/1992,,,3.19,3.30,3.45,4.19,4.71,5.54,6.02,6.48,,7.33
08/11/1992,,,3.20,3.30,3.43,4.15,4.66,5.50,5.99,6.50,,7.33
08/10/1992,,,3.20,3.30,3.42,4.12,4.67,5.50,6.01,6.52,,7.37
08/07/1992,,,3.21,3.29,3.44,4.18,4.71,5.56,6.08,6.57,,7.40
08/06/1992,,,3.23,3.35,3.54,4.29,4.82,5.67,6.18,6.65,,7.45
08/05/1992,,,3.24,3.36,3.55,4.29,4.83,5.69,6.17,6.64,,7.43
08/04/1992,,,3.24,3.36,3.57,4.31,4.88,5.72,6.20,6.66,,7.43
08/03/1992,,,3.25,3.38,3.61,4.40,4.97,5.82,6.28,6.72,,7.46
07/31/1992,,,3.25,3.38,3.62,4.42,4.97,5.84,6.27,6.72,,7.46
07/30/1992,,,3.25,3.36,3.58,4.33,4.88,5.76,6.24,6.69,,7.46
07/29/1992,,,3.25,3.36,3.54,4.25,4.76,5.62,6.09,6.60,,7.43
07/28/1992,,,3.26,3.36,3.55,4.27,4.75,5.63,6.11,6.63,,7.44
07/27/1992,,,3.26,3.38,3.58,4.27,4.78,5.66,6.16,6.69,,7.53
07/24/1992,,,3.23,3.34,3.55,4.25,4.77,5.66,6.20,6.73,,7.57
07/23/1992,,,3.23,3.33,3.52,4.20,4.71,5.62,6.18,6.72,,7.54
07/22/1992,,,3.24,3.34,3.53,4.29,4.81,5.77,6.32,6.85,,7.62
07/21/1992,,,3.26,3.36,3.55,4.34,4.87,5.82,6.37,6.89,,7.67
07/20/1992,,,3.26,3.35,3.51,4.30,4.84,5.82,6.38,6.90,,7.66
07/17/1992,,,3.23,3.32,3.50,4.27,4.83,5.82,6.38,6.90,,7.68
07/16/1992,,,3.24,3.32,3.49,4.25,4.80,5.80,6.35,6.87,,7.62
07/15/1992,,,3.25,3.33,3.48,4.25,4.82,5.80,6.37,6.90,,7.64
07/14/1992,,,3.28,3.38,3.57,4.32,4.91,5.90,6.45,6.97,,7.69
07/13/1992,,,3.29,3.40,3.62,4.40,4.97,5.94,6.46,6.97,,7.67
07/10/1992,,,3.29,3.37,3.62,4.38,4.95,5.92,6.43,6.93,,7.64
07/09/1992,,,3.28,3.37,3.63,4.40,4.97,5.93,6.45,6.91,,7.61
07/08/1992,,,3.29,3.39,3.63,4.40,4.98,5.93,6.45,6.91,,7.61
07/07/1992,,,3.28,3.38,3.63,4.40,4.98,5.91,6.45,6.87,,7.61
07/06/1992,,,3.29,3.41,3.67,4.46,5.06,5.97,6.49,6.90,,7.62
07/02/1992,,,3.31,3.45,3.70,4.55,5.15,6.02,6.53,6.93,,7.63
07/01/1992,,,3.63,3.75,4.04,4.82,5.38,6.27,6.73,7.10,,7.76
06/30/1992,,,3.65,3.77,4.05,4.83,5.39,6.29,6.76,7.14,,7.79
06/29/1992,,,3.66,3.77,4.04,4.83,5.38,6.29,6.74,7.12,,7.78
06/26/1992,,,3.71,3.83,4.11,4.88,5.42,6.33,6.78,7.15,,7.79
06/25/1992,,,3.71,3.82,4.09,4.89,5.41,6.32,6.75,7.14,,7.78
06/24/1992,,,3.72,3.85,4.11,4.96,5.47,6.39,6.83,7.20,,7.83
06/23/1992,,,3.77,3.93,4.22,5.10,5.58,6.50,6.88,7.25,,7.85
06/22/1992,,,3.75,3.88,4.15,4.99,5.55,6.45,6.86,7.24,,7.84
06/19/1992,,,3.74,3.89,4.17,5.00,5.54,6.45,6.87,7.24,,7.83
06/18/1992,,,3.69,3.82,4.08,4.94,5.50,6.39,6.81,7.19,,7.80
06/17/1992,,,3.70,3.83,4.10,5.00,5.55,6.44,6.86,7.23,,7.82
06/16/1992,,,3.72,3.86,4.12,5.02,5.56,6.44,6.88,7.24,,7.84
06/15/1992,,,3.75,3.88,4.13,5.05,5.60,6.49,6.93,7.28,,7.85
06/12/1992,,,3.75,3.88,4.14,5.06,5.61,6.49,6.94,7.29,,7.85
06/11/1992,,,3.75,3.92,4.18,5.09,5.67,6.56,6.98,7.33,,7.88
06/10/1992,,,3.77,3.95,4.20,5.13,5.69,6.59,7.01,7.35,,7.90
06/09/1992,,,3.77,3.94,4.20,5.11,5.69,6.59,6.99,7.33,,7.88
06/08/1992,,,3.78,3.95,4.20,5.11,5.69,6.56,6.97,7.31,,7.84
06/05/1992,,,3.77,3.94,4.21,5.13,5.70,6.55,6.96,7.31,,7.84
06/04/1992,,,3.78,3.98,4.26,5.22,5.76,6.60,7.01,7.34,,7.88
06/03/1992,,,3.80,3.99,4.27,5.20,5.76,6.60,7.01,7.34,,7.88
06/02/1992,,,3.83,4.00,4.30,5.23,5.78,6.61,7.02,7.35,,7.87
06/01/1992,,,3.82,4.01,4.32,5.29,5.84,6.69,7.06,7.39,,7.90
05/29/1992,,,3.79,3.96,4.24,5.19,5.75,6.61,7.00,7.33,,7.84
05/28/1992,,,3.77,3.95,4.24,5.22,5.79,6.67,7.04,7.36,,7.87
05/27/1992,,,3.79,3.98,4.27,5.28,5.86,6.74,7.11,7.44,,7.91
05/26/1992,,,3.84,4.02,4.32,5.35,5.91,6.79,7.14,7.46,,7.92
05/22/1992,,,3.77,3.91,4.19,5.24,5.81,6.69,7.05,7.35,,7.83
05/21/1992,,,3.76,3.93,4.25,5.34,5.89,6.77,7.10,7.39,,7.86
05/20/1992,,,3.65,3.79,4.08,5.13,5.66,6.55,6.93,7.25,,7.79
05/19/1992,,,3.62,3.74,4.00,5.00,5.59,6.47,6.86,7.20,,7.77
05/18/1992,,,3.69,3.83,4.08,5.12,5.69,6.59,6.96,7.28,,7.82
05/15/1992,,,3.66,3.80,4.08,5.11,5.70,6.60,6.96,7.28,,7.81
05/14/1992,,,3.65,3.82,4.09,5.13,5.72,6.63,7.00,7.34,,7.87
05/13/1992,,,3.67,3.81,4.09,5.14,5.72,6.64,7.00,7.34,,7.85
05/12/1992,,,3.70,3.84,4.15,5.19,5.78,6.66,7.02,7.36,,7.86
05/11/1992,,,3.74,3.87,4.18,5.24,5.82,6.71,7.07,7.40,,7.90
05/08/1992,,,3.72,3.88,4.22,5.29,5.88,6.73,7.09,7.41,,7.90
05/07/1992,,,3.71,3.90,4.26,5.34,5.96,6.80,7.16,7.49,,8.00
05/06/1992,,,3.70,3.88,4.22,5.25,5.90,6.76,7.15,7.46,,7.97
05/05/1992,,,3.72,3.92,4.27,5.30,5.92,6.80,7.18,7.56,,8.01
05/04/1992,,,3.71,3.91,4.28,5.32,5.95,6.82,7.21,7.58,,8.03
05/01/1992,,,3.72,3.89,4.28,5.33,5.97,6.82,7.20,7.56,,8.01
04/30/1992,,,3.79,3.97,4.40,5.46,6.05,6.91,7.26,7.61,,8.06
04/29/1992,,,3.80,3.96,4.34,5.39,6.01,6.88,7.26,7.60,,8.08
04/28/1992,,,3.80,3.97,4.34,5.40,6.03,6.87,7.23,7.57,,8.06
04/27/1992,,,3.82,4.00,4.36,5.42,6.04,6.90,7.25,7.60,,8.10
04/24/1992,,,3.76,3.94,4.27,5.33,5.99,6.85,7.21,7.55,,8.06
04/23/1992,,,3.76,3.97,4.35,5.41,6.05,6.91,7.25,7.59,,8.06
04/22/1992,,,3.77,3.98,4.33,5.41,6.01,6.89,7.23,7.57,,8.04
04/21/1992,,,3.77,3.98,4.33,5.41,6.01,6.89,7.24,7.58,,8.03
04/20/1992,,,3.79,4.01,4.34,5.45,6.03,6.90,7.25,7.59,,8.02
04/16/1992,,,3.73,3.90,4.23,5.34,5.90,6.76,7.11,7.45,,7.93
04/15/1992,,,3.70,3.84,4.14,5.22,5.77,6.66,7.02,7.37,,7.87
04/14/1992,,,3.70,3.85,4.10,5.15,5.71,6.60,6.99,7.35,,7.88
04/13/1992,,,3.70,3.85,4.08,5.11,5.69,6.58,6.98,7.33,,7.86
04/10/1992,,,3.74,3.88,4.12,5.16,5.72,6.62,7.03,7.37,,7.89
04/09/1992,,,3.75,3.87,4.08,5.09,5.65,6.59,7.02,7.35,,7.85
04/08/1992,,,3.96,4.10,4.32,5.33,5.87,6.76,7.14,7.44,,7.94
04/07/1992,,,3.96,4.12,4.35,5.34,5.89,6.73,7.12,7.41,,7.90
04/06/1992,,,4.03,4.17,4.39,5.36,5.91,6.74,7.12,7.41,,7.88
04/03/1992,,,4.06,4.17,4.40,5.37,5.93,6.76,7.13,7.42,,7.88
04/02/1992,,,4.12,4.27,4.53,5.55,6.10,6.85,7.20,7.47,,7.92
04/01/1992,,,4.11,4.26,4.48,5.53,6.07,6.82,7.17,7.46,,7.90
03/31/1992,,,4.15,4.32,4.54,5.60,6.17,6.94,7.25,7.54,,7.96
03/30/1992,,,4.16,4.33,4.56,5.61,6.19,6.93,7.25,7.54,,7.95
03/27/1992,,,4.11,4.29,4.60,5.68,6.22,6.97,7.27,7.54,,7.94
03/26/1992,,,4.11,4.30,4.60,5.69,6.23,6.98,7.29,7.57,,7.99
03/25/1992,,,4.11,4.31,4.62,5.72,6.22,6.96,7.25,7.53,,7.94
03/24/1992,,,4.15,4.34,4.66,5.78,6.26,7.00,7.27,7.53,,7.94
03/23/1992,,,4.17,4.41,4.74,5.87,6.37,7.10,7.37,7.62,,8.04
03/20/1992,,,4.16,4.40,4.74,5.86,6.36,7.12,7.38,7.64,,8.05
03/19/1992,,,4.15,4.38,4.69,5.79,6.29,7.03,7.31,7.57,,7.98
03/18/1992,,,4.15,4.40,4.74,5.84,6.33,7.06,7.36,7.62,,8.01
03/17/1992,,,4.16,4.39,4.72,5.83,6.32,7.06,7.37,7.62,,8.02
03/16/1992,,,4.18,4.41,4.78,5.87,6.37,7.12,7.43,7.69,,8.07
03/13/1992,,,4.16,4.38,4.79,5.86,6.37,7.14,7.44,7.71,,8.06
03/12/1992,,,4.12,4.33,4.69,5.74,6.22,7.01,7.33,7.62,,8.04
03/11/1992,,,4.11,4.31,4.60,5.58,6.07,6.86,7.21,7.51,,7.96
03/10/1992,,,4.11,4.29,4.58,5.56,6.02,6.78,7.11,7.43,,7.89
03/09/1992,,,4.10,4.27,4.55,5.54,6.01,6.77,7.10,7.42,,7.88
03/06/1992,,,4.14,4.29,4.60,5.60,6.05,6.85,7.18,7.48,,7.93
03/05/1992,,,4.14,4.30,4.63,5.62,6.10,6.87,7.21,7.51,,7.95
03/04/1992,,,4.13,4.27,4.52,5.50,5.98,6.76,7.10,7.43,,7.90
03/03/1992,,,4.14,4.28,4.51,5.48,5.94,6.76,7.11,7.43,,7.93
03/02/1992,,,4.14,4.28,4.50,5.45,5.94,6.73,7.07,7.38,,7.90
02/28/1992,,,4.03,4.14,4.35,5.27,5.75,6.58,6.95,7.27,,7.80
02/27/1992,,,4.04,4.14,4.36,5.34,5.84,6.67,7.02,7.35,,7.86
02/26/1992,,,4.05,4.18,4.40,5.37,5.84,6.66,7.01,7.33,,7.85
02/25/1992,,,4.07,4.22,4.47,5.43,5.92,6.78,7.09,7.44,,7.94
02/24/1992,,,4.07,4.23,4.48,5.46,5.96,6.81,7.12,7.47,,7.97
02/21/1992,,,4.03,4.20,4.47,5.46,5.93,6.77,7.10,7.45,,7.95
02/20/1992,,,3.98,4.14,4.38,5.30,5.78,6.67,7.03,7.41,,7.91
02/19/1992,,,3.95,4.11,4.33,5.28,5.78,6.67,7.05,7.42,,7.93
02/18/1992,,,3.93,4.08,4.31,5.24,5.77,6.69,7.07,7.47,,7.97
02/14/1992,,,3.89,4.04,4.32,5.27,5.76,6.65,7.02,7.41,,7.91
02/13/1992,,,3.89,4.03,4.26,5.22,5.72,6.61,7.00,7.40,,7.92
02/12/1992,,,3.85,3.97,4.16,5.08,5.55,6.46,6.88,7.30,,7.81
02/11/1992,,,3.85,3.97,4.14,5.01,5.51,6.40,6.82,7.23,,7.79
02/10/1992,,,3.83,3.93,4.08,4.94,5.52,6.38,6.79,7.21,,7.79
02/07/1992,,,3.84,3.92,4.10,4.97,5.51,6.40,6.80,7.20,,7.77
02/06/1992,,,3.91,4.02,4.20,5.05,5.56,6.40,6.81,7.20,,7.75
02/05/1992,,,3.94,4.03,4.21,5.07,5.59,6.40,6.83,7.21,,7.74
02/04/1992,,,3.94,4.04,4.21,5.12,5.67,6.46,6.91,7.29,,7.76
02/03/1992,,,3.96,4.06,4.23,5.15,5.72,6.52,6.98,7.36,,7.82
01/31/1992,,,3.94,4.07,4.23,5.11,5.65,6.44,6.92,7.31,,7.77
01/30/1992,,,3.93,4.07,4.24,5.17,5.71,6.48,6.93,7.31,,7.79
01/29/1992,,,3.96,4.07,4.22,5.15,5.67,6.42,6.89,7.25,,7.75
01/28/1992,,,3.93,4.05,4.20,5.10,5.58,6.32,6.80,7.16,,7.66
01/27/1992,,,3.93,4.07,4.24,5.15,5.66,6.41,6.88,7.24,,7.71
01/24/1992,,,3.91,4.06,4.22,5.13,5.62,6.40,6.89,7.25,,7.71
01/23/1992,,,3.87,3.98,4.15,5.02,5.51,6.32,6.84,7.20,,7.71
01/22/1992,,,3.85,3.97,4.10,4.95,5.40,6.28,6.74,7.09,,7.62
01/21/1992,,,3.86,3.97,4.10,4.97,5.36,6.27,6.71,7.03,,7.57
01/17/1992,,,3.89,4.02,4.14,5.02,5.46,6.36,6.81,7.09,,7.61
01/16/1992,,,3.89,4.02,4.18,5.07,5.51,6.41,6.84,7.13,,7.65
01/15/1992,,,3.94,4.05,4.22,5.07,5.48,6.37,6.78,7.05,,7.57
01/14/1992,,,3.92,4.01,4.16,5.00,5.44,6.34,6.77,7.03,,7.54
01/13/1992,,,3.92,4.02,4.17,4.93,5.34,6.21,6.62,6.92,,7.49
01/10/1992,,,3.92,4.00,4.11,4.85,5.22,6.10,6.54,6.85,,7.47
01/09/1992,,,3.87,3.96,4.05,4.77,5.13,6.02,6.47,6.79,,7.42
01/08/1992,,,3.82,3.90,4.00,4.66,5.05,5.96,6.42,6.77,,7.41
01/07/1992,,,3.85,3.93,4.03,4.67,5.06,5.94,6.44,6.76,,7.39
01/06/1992,,,3.92,3.96,4.12,4.76,5.14,6.02,6.51,6.82,,7.44
01/03/1992,,,3.95,4.02,4.16,4.80,5.19,6.05,6.54,6.85,,7.48
01/02/1992,,,3.96,4.01,4.13,4.77,5.13,5.98,6.46,6.78,,7.46
12/31/1991,,,3.96,4.00,4.12,4.77,5.11,5.93,6.38,6.71,,7.41
12/30/1991,,,3.97,4.02,4.14,4.80,5.14,5.97,6.44,6.76,,7.45
12/27/1991,,,3.96,4.02,4.18,4.85,5.15,6.00,6.50,6.82,,7.52
12/26/1991,,,3.92,4.06,4.19,4.85,5.17,6.00,6.51,6.85,,7.51
12/24/1991,,,3.91,4.02,4.18,4.84,5.18,6.01,6.53,6.88,,7.53
