0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
2273,892,2454,2481,2124,610,775,469,2115,2091,2323,2209,2748,548,1512,1148,1332,549,426,1236,2586,2045,1346,443,2209,2840,2323,2040,2769,2209,2073,975,2042,1355,2581,2714,2408,638,1454,627,2229,549,2408,1962,2714,885,1026,2115,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,1788,2171,792,2481,2781,610,731,2040,2615,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,2209,2613,1809,939,2386,775,784,2209,2541,1861,1910,2641,1194,1108,2171,2009,1650,2209,992,1236,54,1279,2741,2209,882,318,2209,2549,1454,1345,2,2474,1269,2741,903,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,133,2714,834,318,1236,43,469,581,1931,1454,1236,2272,1085,318,1893,2296,2835,627,132,2209,158,2736,2473,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,2040,2056,2389,2571,469,195,1731,66,427,1775,1708,534,1437,1236,1093,1286,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,271,1454,1775,1241,430,2295,2209,2760,318,2209,2307,66,2514,1241,534,2704,2065,469,1047,1348,318,2050,218,432,1454,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2312,610,1611,2209,1905,318,2209,853,318,1749,1581,1785,2640,2748,2473,2306,1883,2408,2772,2714,2408,798,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,1873,2454,2781,610,16,1708,534,2228,610,1394,1708,2724,567,561,2714,920,599,1542,2769,1343,2064,469,1352,2496,1231,2148,1708,1208,1454,610,1376,2209,2426,2222,2714,581,328,1047,416,38,2306,923,1166,2209,1509,581,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,558,2820,514,2209,2821,2160,1496,2714,229,200,2209,1281,1316,2828,1542,1821,1839,649,469,2269,2040,1454,1496,1481,469,2040,318,1282,2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,931,1345,1708,766,749,2056,1455,509,2209,51,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1264,2781,610,2209,581,760,534,1830,1454,610,643,361,1308,1047,237,2473,2412,1496,1516,1352,1575,2647,1454,1660,328,469,1931,224,1708,1084,1027,2571,2714,2209,1281,2662,2474,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2211,1264,15,610,469,1026,1847,1172,1454,802,581,1812,1372,1757,1454,1708,1437,2323,200,2209,1281,716,2589,2209,959,318,2048,805,2527,1538,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,775,469,615,2040,1454,2438,2040,567,418,66,2454,749,1548,873,2368,1526,1479,328,469,1775,1241,509,2209,2166,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,1236,1590,318,2454,2734,2523,649,469,1760,2507,318,1775,347,514,2209,1515,318,2701,2304,469,670,350,224,780,1269,1036,2040,649,469,615,2040,1454,2159,1200,2235,2171,1818,2438,788,1454,1873,1190,318,1775,788,21,2339,561,2714,1193,1775,1241,751,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,361,1544,43,469,2209,107,318,2642,654,1004,1231,1166,1608,859,21,2209,328,318,1096,726,2687,575,963,224,2209,1548,2368,1479,339,318,123,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,107,318,1603,2628,2728,1454,2209,1757,179,1274,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,2714,2209,2719,2481,2209,1264,749,63,610,2209,2222,567,469,2209,162,318,1236,495,469,1708,2296,1534,1026,2811,610,328,469,573,271,116,723,2714,426,2278,2714,1236,2368,2400,107,1454,197,1231,203,2714,293,2171,1236,791,1437,1236,179,200,610,318,2209,1107,1178,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,594,1172,2464,300,726,2567,21,1236,298,214,2714,2152,2829,318,2209,2613,509,791,224,1450,1384,443,1608,1708,1561,1351,1116,443,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,216,318,1044,594,2628,469,170,2040,315,195,1208,2403,1231,779,2475,1074,1454,197,445,1873,1967,469,2209,328,318,1775,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,195,2829,318,2209,2613,1511,1584,2657,1873,1160,1510,443,2040,1231,1166,2209,428,469,420,1910,2641,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,2209,2777,318,2209,2544,2209,730,1051,2714,2198,1454,2548,2209,867,1783,1816,318,2513,2052,1922,606,726,1367,2639,2714,357,1003,469,2209,2540,1776,469,1823,224,2209,784,1608,2473,2521,2080,867,1238,819,730,5,2748,1454,2701,2647,610,684,2800,2071,1500,1454,1879,2400,328,469,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,892,1575,1785,2640,2278,1044,443,963,509,2209,992,469,1047,1793,318,2188,471,469,2701,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,581,1931,1496,2714,2408,2041,469,2509,887,1512,2209,1702,469,2209,2269,1087,1454,906,657,2484,2040,2168,912,2454,2124,610,2209,195,472,469,2285,1036,2040,2056,2335,2714,1236,1343,1627,469,968,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,4,567,603,2463,2209,107,318,581,1931,1550,2209,352,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2227,2507,318,1394,1708,2724,2056,2379,1086,2383,469,195,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,726,1004,2124,610,2209,1105,469,2036,350,224,2209,1496,1961,469,615,2040,2262,610,740,322,567,1004,240,443,556,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,1774,2531,21,1186,2132,224,2209,2240,2056,2379,364,66,857,817,630,2209,766,2171,1036,2040,1454,1026,2267,2171,2209,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2470,318,2454,449,2714,22,1611,218,1080,2392,610,1708,726,442,2714,2824,1044,1454,1236,2211,1430,931,610,640,1236,1938,1680,2412,318,2748,2473,2171,1047,2768,992,2306,755,2209,1500,318,1708,2724,509,791,1454,962,94,343,2222,2714,2209,1708,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2714,2209,1708,1536,1004,567,2567,21,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1852,318,16,1708,2296,726,2368,1985,2714,1368,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1026,2544,318,2209,581,67,1454,2209,760,2160,2454,2498,2209,22,236,509,2209,51,992,21,2392,610,581,1931,2056,2379,741,340,1534,2209,1595,581,1454,2701,161,318,195,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,1236,1691,469,2269,2040,1787,1749,2808,328,469,2209,394,136,2785,567,1660,2628,469,2260,1454,2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,443,1352,673,567,561,2714,2486,381,21,2209,351,318,581,1931,2728,66,1708,726,345,2714,1989,2571,1084,469,709,224,1236,2671,2022,318,2209,2824,469,2269,2040,2475,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1026,2544,318,2040,2454,2781,610,1788,509,2209,51,992,630,2507,318,1708,2724,2262,610,16,1708,726,549,469,2209,192,318,1027,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,1873,857,526,610,1629,2209,336,1922,2596,469,2209,2307,1231,524,2048,791,2714,1075,2209,760,2171,581,1931,1454,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2209,1170,581,760,2668,2065,2209,730,1869,610,2473,1979,2714,1795,2701,974,1454,2356,1291,224,287,1454,2748,1074,684,1630,2714,1236,2658,385,318,2400,581,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1258,1087,726,1548,2714,676,1236,2619,1388,2327,443,581,1931,509,2209,1536,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,1348,138,2531,1785,2640,2306,426,1450,1384,443,2209,808,318,1873,2469,318,2209,119,1575,66,2209,1264,63,610,2209,2152,101,318,2531,1424,1231,549,2408,1706,2714,559,2209,730,1611,2201,1977,318,2209,541,2301,318,1119,1417,318,2209,1250,2472,179,315,610,2297,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1757,179,726,561,2714,920,1286,751,85,1454,1063,2454,1215,610,2785,567,1873,2508,610,1044,102,469,573,1352,1575,2647,726,374,2111,2633,2539,2296,443,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,1236,302,21,469,2209,1571,546,1749,807,726,1548,2714,1961,1437,1236,1479,107,509,1441,1454,1350,1974,1512,1680,2748,2473,1288,1836,18,1454,2188,1387,1454,218,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,318,2209,179,318,1708,21,2679,1512,2209,1775,2071,2231,2056,1236,2835,1742,318,1053,2714,698,2474,443,2209,1333,42,318,2209,919,2171,693,2488,2209,1961,469,2209,2231,726,1274,2407,1512,604,775,469,1987,2040,1454,649,469,2269,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,859,2056,1524,469,195,1731,1454,1130,2293,1194,2056,2383,1086,1511,1352,1576,534,443,1236,1516,1160,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,1970,1026,1638,318,2222,2714,2701,1500,2318,469,2622,318,2209,1281,1938,1680,2412,318,2748,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,1496,2714,293,1926,1511,1352,1576,534,443,1236,1516,1160,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,726,546,2714,293,1437,1236,179,1236,1086,2655,2209,72,1759,318,2579,2152,179,318,328,469,134,1739,2493,1454,1819,2714,24,2714,1236,107,2249,200,2152,1178,328,469,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,2293,1194,1455,780,1044,469,1571,1454,1123,1454,2209,2110,1757,179,1437,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,469,1576,2056,2822,846,344,1454,1333,344,567,2815,469,610,643,2306,759,1873,207,318,1079,2067,775,2171,1236,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1910,2641,1775,2040,21,2679,1512,2209,1055,2071,2231,1455,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,2209,1830,42,1105,469,158,271,2171,1036,726,2391,1236,2586,2422,469,2269,2040,1561,224,1450,1116,443,2269,2376,469,2475,2279,1454,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,2314,2454,2663,2209,1487,610,1044,2658,775,469,2209,1256,1014,2171,2209,1250,2472,179,1231,561,2408,210,224,1570,2209,1281,1848,318,230,1194,1454,2071,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2454,1496,2714,661,610,2209,1461,2296,2132,224,1236,2024,1352,1575,567,561,2714,1311,1739,2714,1269,1708,509,2209,1471,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,351,318,2169,2056,2278,231,514,1216,588,2137,469,2715,21,1236,302,318,2209,1521,1162,2496,318,1319,415,469,2169,1292,1611,1269,1575,1785,2640,1454,2816,1004,1611,1591,328,469,1387,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,63,610,2209,867,1783,726,1271,2714,330,2579,541,1014,318,1834,2714,1356,2209,1910,2641,2840,469,2475,2812,791,363,1182,2579,480,1454,521,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2209,730,2004,2364,2544,318,2748,2473,2171,2209,51,992,2298,2314,1264,490,2378,2209,1256,1250,2472,179,1437,1247,2474,1437,2475,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,730,1180,610,224,1037,2473,1916,581,328,684,1935,1437,1236,1479,107,1454,2209,1757,179,684,1084,2824,2295,2070,2209,730,1378,210,224,2579,2745,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1264,1004,63,443,2209,2332,318,583,2209,972,610,2209,2222,224,1331,2714,2209,760,2171,581,328,567,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,750,2209,1016,2171,957,2209,1582,1454,1234,1055,2071,2178,553,1708,165,1611,2579,2535,853,469,1483,224,2209,2158,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,2209,1228,791,2481,2209,996,1455,2209,328,179,546,2171,154,2714,1899,2209,572,2714,581,1931,1611,2209,1143,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,2209,2777,318,2209,2544,2209,730,1051,2714,2198,1454,2548,2209,867,1783,1816,318,2513,2052,1922,606,726,1367,2639,2714,357,1003,469,2209,2540,1776,469,1823,224,2209,784,1608,2473,2521,2080,867,1238,819,730,5,2748,1454,2701,2647,610,684,2800,2071,1500,1454,1879,2400,328,469,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,318,1708,211,365,443,1724,183,560,2347,2389,2571,443,420,2342,1941,2714,1026,979,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,2209,730,469,2209,192,318,1661,2579,2748,2473,2443,1454,280,1454,873,2048,1916,1125,1239,1437,2475,2160,1236,2211,1264,2781,610,643,2306,1356,2209,1281,336,113,941,643,2056,549,490,195,2473,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,2454,2124,610,2209,1411,635,692,318,195,1731,93,1827,2368,2406,318,432,2714,2209,269,318,332,1788,1454,610,2475,298,1332,2464,2171,1236,207,318,2209,195,86,469,4,318,1194,1454,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1255,318,2386,1848,2209,730,1437,2475,2160,1240,2365,2171,328,318,2169,1454,734,318,837,2714,1314,2474,1454,2662,2714,1700,2474,1101,2679,1611,2209,1554,136,318,2008,2714,2209,1554,136,318,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1261,2209,1290,1454,2676,318,2719,1850,2714,2209,1256,1014,2171,2209,1250,2472,179,2209,730,684,1075,1156,1454,1548,581,2647,1083,2714,2579,230,1194,2828,1454,2579,2397,2662,2474,1708,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2714,2209,1708,1536,1004,567,2567,21,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,2386,161,1873,2454,2074,610,221,2295,2209,1281,1708,2828,315,549,2408,1794,643,2124,610,1708,2056,2379,894,200,2662,2474,2632,2209,1172,581,351,1454,610,1234,1708,443,1236,1407,848,726,1086,2383,469,195,1731,1437,1236,853,200,2662,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,2653,318,2209,2369,982,2080,336,1512,2209,1653,2714,2360,2209,1256,1014,2171,2209,1250,2472,179,237,1437,2209,958,2160,1454,2579,793,318,2209,2768,992,1609,469,2209,321,567,2788,361,1512,1575,2454,1454,1359,1086,2071,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,21,2056,2379,2209,2765,2171,1146,222,2209,1264,534,1659,610,1016,318,119,328,567,2595,413,2714,1236,383,1014,318,1494,469,2560,318,2209,361,508,1416,119,328,1454,706,581,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,679,2688,970,2056,292,2407,231,1611,1026,1772,2209,1066,2056,1490,2209,2824,469,271,1454,21,1236,302,736,318,2449,2723,2056,2669,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1708,1286,1454,921,1523,512,2209,730,1347,873,1886,2171,2024,2473,469,2209,2166,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,2454,749,1347,2209,1757,179,21,2595,1372,1454,567,549,2606,2274,610,2209,195,221,2295,2209,1281,1194,2828,1231,2408,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
